Types,Card Name,Set Code,Number,Release Date
Enchantment — Aura Cartouche,Cartouche of Solidarity,AKH,7,2017-04-28
Legendary Creature — God,Oketra the True,AKH,21,2017-04-28
Creature — Naga Cleric,Naga Oracle,AKH,62,2017-04-28
Creature — Naga Rogue,Slither Blade,AKH,71,2017-04-28
Creature — Naga Warrior,Tah-Crop Skirmisher,AKH,72,2017-04-28
Creature — Shapeshifter Cleric,Vizier of Many Faces,AKH,74,2017-04-28
Creature — Crocodile Demon,Baleful Ammit,AKH,79,2017-04-28
Creature — Zombie Bat,Blighted Bat,AKH,80,2017-04-28
Creature — Zombie Jackal,Dread Wanderer,AKH,88,2017-04-28
Creature — Minotaur Cleric,Pitiless Vizier,AKH,103,2017-04-28
Creature — Scorpion Demon,Soulstinger,AKH,108,2017-04-28
Creature — Jackal Rogue,Battlefield Scavenger,AKH,118,2017-04-28
Creature — Jackal Warrior,Flameblade Adept,AKH,131,2017-04-28
Creature — Minotaur Archer,Minotaur Sureshot,AKH,143,2017-04-28
Creature — Naga Druid,Naga Vitalist,AKH,176,2017-04-28
Creature — Cat Snake,Prowling Serpopard,AKH,180,2017-04-28
Creature — Zombie Naga,Desiccated Naga,AKH,276,2017-04-28
Creature — Zombie Naga Wizard,Spellweaver Eternal,HOU,46,2017-07-14
Creature — Zombie Crocodile Demon,Ammit Eternal,HOU,57,2017-07-14
Creature — Zombie Jackal Warrior,Khenra Eternal,HOU,66,2017-07-14
Creature — Zombie Camel,Wretched Camel,HOU,82,2017-07-14
Creature — Zombie Minotaur Warrior,Frontline Devastator,HOU,93,2017-07-14
Creature — Zombie Manticore,Manticore Eternal,HOU,103,2017-07-14
Legendary Creature — Zombie Minotaur Warrior,"Neheb, the Eternal",HOU,104,2017-07-14
Creature — Zombie Jackal Cleric,Wildfire Eternal,HOU,109,2017-07-14
Creature — Jackal Archer,Bitterbow Sharpshooters,HOU,112,2017-07-14
Creature — Jackal Wizard,Resilient Khenra,HOU,131,2017-07-14
Legendary Planeswalker — Samut,"Samut, the Tested",HOU,144,2017-07-14
Legendary Creature — Vampire Cleric,"Mavren Fein, Dusk Apostle",XLN,24,2017-09-29
Creature — Dinosaur Avatar,Wakening Sun's Avatar,XLN,44,2017-09-29
Creature — Siren Pirate,Dreamcaller Siren,XLN,54,2017-09-29
Creature — Trilobite,Shore Keeper,XLN,77,2017-09-29
Creature — Siren Pirate Wizard,Siren Stormtamer,XLN,79,2017-09-29
Creature — Bat Imp,Blight Keeper,XLN,92,2017-09-29
Creature — Orc Pirate Wizard,Dire Fleet Ravager,XLN,104,2017-09-29
Creature — Beast Horror,Lurking Chupacabra,XLN,111,2017-09-29
Creature — Orc Pirate,Ruin Raider,XLN,118,2017-09-29
Creature — Goblin Pirate,Lightning-Rig Crew,XLN,150,2017-09-29
Legendary Creature — Dinosaur Avatar,"Gishath, Sun's Avatar",XLN,222,2017-09-29
Legendary Planeswalker — Huatli,"Huatli, Warrior Poet",XLN,224,2017-09-29
Legendary Creature — Merfolk Shaman,"Tishana, Voice of Thunder",XLN,230,2017-09-29
Legendary Creature — Elder Dinosaur,"Zetalpa, Primal Dawn",RIX,30,2018-01-19
Legendary Planeswalker — Angrath,"Angrath, the Flame-Chained",RIX,152,2018-01-19
Creature — Shapeshifter Pirate,Protean Raider,RIX,167,2018-01-19
Enchantment — Saga,Fall of the Thran,DOM,18,2018-04-27
Legendary Creature — Bird Cleric,"Teshar, Ancestor's Apostle",DOM,36,2018-04-27
Legendary Sorcery,Urza's Ruinous Blast,DOM,39,2018-04-27
Creature — Homarid Scout,Homarid Explorer,DOM,53,2018-04-27
Legendary Creature — Leviathan,"Slinn Voda, the Rising Deep",DOM,66,2018-04-27
Legendary Creature — Djinn,"Zahid, Djinn of the Lamp",DOM,76,2018-04-27
Legendary Creature — Elder Demon,Demonlord Belzenlok,DOM,86,2018-04-27
Legendary Creature — Specter,"Urgoros, the Empty One",DOM,109,2018-04-27
Legendary Creature — Frog Spirit,"Yargle, Glutton of Urborg",DOM,113,2018-04-27
Legendary Planeswalker — Jaya,Jaya Ballard,DOM,132,2018-04-27
Legendary Creature — Ape Warrior,"Grunn, the Lonely King",DOM,165,2018-04-27
Legendary Creature — Elemental Avatar,"Multani, Yavimaya's Avatar",DOM,174,2018-04-27
Legendary Creature — Fungus,"Slimefoot, the Stowaway",DOM,205,2018-04-27
Legendary Creature — Merfolk Druid,"Tatyova, Benthic Druid",DOM,206,2018-04-27
Legendary Creature — Angel Artificer,"Tiana, Ship's Caretaker",DOM,208,2018-04-27
Legendary Artifact Creature — Construct,"Traxos, Scourge of Kroog",DOM,234,2018-04-27
Legendary Creature — Minotaur Cleric,Firesong and Sunspeaker,DOM,280,2018-04-27
Legendary Planeswalker — Will,Will Kenrith,BBD,1,2018-06-08
Legendary Planeswalker — Rowan,Rowan Kenrith,BBD,2,2018-06-08
Legendary Creature — Homunculus,"Zndrsplt, Eye of Wisdom",BBD,5,2018-06-08
Legendary Creature — Cyclops Berserker,"Okaun, Eye of Chaos",BBD,6,2018-06-08
Legendary Creature — Azra Assassin,Virtus the Veiled,BBD,7,2018-06-08
Creature — Azra Warrior,Blaring Captain,BBD,14,2018-06-08
Creature — Dwarf Cleric,Dwarven Lightsmith,BBD,27,2018-06-08
Creature — Avatar Warrior,Nimbus Champion,BBD,37,2018-06-08
Creature — Elf Advisor,Generous Patron,BBD,70,2018-06-08
Legendary Creature — Wurm,"Grothama, All-Devouring",BBD,71,2018-06-08
Legendary Planeswalker — Yanling,Mu Yanling,GS1,1,2018-06-22
Creature — Fox Spirit,Nine-Tail White Fox,GS1,8,2018-06-22
Legendary Planeswalker — Yanggu,Jiang Yanggu,GS1,22,2018-06-22
Creature — Pangolin,Reckless Pangolin,GS1,26,2018-06-22
Creature — Spirit Pirate,Departed Deckhand,M19,49,2018-07-13
Creature — Dragon Skeleton,Bone Dragon,M19,88,2018-07-13
Creature — Skeleton Archer,Skeleton Archer,M19,118,2018-07-13
Creature — Viashino Wizard,Viashino Pyromancer,M19,166,2018-07-13
Legendary Creature — Bear,"Goreclaw, Terror of Qal Sisma",M19,186,2018-07-13
Legendary Planeswalker — Vivien,Vivien Reid,M19,208,2018-07-13
Creature — Zombie Gorgon,Arisen Gorgon,M19,292,2018-07-13
Creature — Lizard Hydra,Whiptongue Hydra,C18,36,2018-08-09
Legendary Planeswalker — Aminatou,"Aminatou, the Fateshifter",C18,37,2018-08-09
Legendary Artifact Creature — Phyrexian Artificer,"Brudiclad, Telchor Engineer",C18,39,2018-08-09
Legendary Planeswalker — Estrid,"Estrid, the Masked",C18,40,2018-08-09
Legendary Enchantment Creature — Nymph,"Kestia, the Cultivator",C18,42,2018-08-09
Legendary Planeswalker — Windgrace,Lord Windgrace,C18,43,2018-08-09
Legendary Creature — Phyrexian Minion,"Xantcha, Sleeper Agent",C18,50,2018-08-09
Creature — Nightmare Sphinx,Dream Eater,GRN,38,2018-10-05
Creature — Nightmare Demon,Doom Whisperer,GRN,69,2018-10-05
Creature — Cyclops Shaman,Erratic Cyclops,GRN,98,2018-10-05
Creature — Insect Scout,Kraul Foragers,GRN,135,2018-10-05
Creature — Centaur Knight,Conclave Cavalier,GRN,161,2018-10-05
Legendary Creature — Elf Cleric,"Emmara, Soul of the Accord",GRN,168,2018-10-05
Legendary Creature — Vampire Assassin,"Etrata, the Silencer",GRN,170,2018-10-05
Creature — Dryad Knight,Knight of Autumn,GRN,183,2018-10-05
Creature — Centaur Soldier,Rosemane Centaur,GRN,197,2018-10-05
Creature — Zombie Elf Shaman,Underrealm Lich,GRN,211,2018-10-05
Creature — Elemental Avatar,Avatar of Growth,GNT,5,2018-11-16
Plane — Luvion,Celestine Reef,OPCA,17,2018-12-25
Plane — Pyrulea,Horizon Boughs,OPCA,37,2018-12-25
Plane — Karsus,Mirrored Depths,OPCA,51,2018-12-25
Plane — Xerex,Stairs to Infinity,OPCA,73,2018-12-25
Plane — Kinshala,Tember City,OPCA,79,2018-12-25
Creature — Merfolk Wizard Mutant,Benthic Biomancer,RNA,32,2019-01-25
Creature — Salamander Drake,Pteramander,RNA,47,2019-01-25
Creature — Vedalken Rogue Mutant,Skatewing Spy,RNA,52,2019-01-25
Creature — Fish Crab,Skitter Eel,RNA,53,2019-01-25
Creature — Sheep,Gatebreaker Ram,RNA,126,2019-01-25
Creature — Elf Crab Warrior,Growth-Chamber Guardian,RNA,128,2019-01-25
Creature — Human Lizard Warrior,Sauroform Hybrid,RNA,140,2019-01-25
Creature — Frog Snake,Steeple Creeper,RNA,142,2019-01-25
Creature — Troll Frog Warrior,Trollbred Guardian,RNA,148,2019-01-25
Creature — Homunculus Mutant,Aeromunculus,RNA,152,2019-01-25
Creature — Mutant,Biomancer's Familiar,RNA,158,2019-01-25
Creature — Elf Lizard Wizard,Frilled Mystic,RNA,174,2019-01-25
Creature — Frog Lizard,Galloping Lizrog,RNA,175,2019-01-25
Creature — Jellyfish Hydra Beast,Hydroid Krasis,RNA,183,2019-01-25
Creature — Giant Knight,Knight of the Last Breath,RNA,188,2019-01-25
Legendary Creature — Elf Ooze Wizard,Prime Speaker Vannifar,RNA,195,2019-01-25
Creature — Shark Octopus Crab,Sharktocrab,RNA,206,2019-01-25
Creature — Crab Turtle Crocodile,Scuttlegator,RNA,218,2019-01-25
Creature — Spirit Monk,Ugin's Conjurant,WAR,3,2019-05-03
Legendary Creature — Zombie God,God-Eternal Oketra,WAR,16,2019-05-03
Legendary Planeswalker — Teyo,"Teyo, the Shieldmage",WAR,32,2019-05-03
Legendary Planeswalker,The Wanderer,WAR,37,2019-05-03
Creature — Zombie Bird Warrior,Aven Eternal,WAR,42,2019-05-03
Legendary Planeswalker — Kasmina,"Kasmina, Enigmatic Mentor",WAR,56,2019-05-03
Creature — Elemental Drake,Thunder Drake,WAR,73,2019-05-03
Creature — Nightmare Dog,Banehound,WAR,77,2019-05-03
Legendary Planeswalker — Davriel,"Davriel, Rogue Shadowmage",WAR,83,2019-05-03
Creature — Zombie Hippo,Lazotep Behemoth,WAR,95,2019-05-03
Creature — Gorgon Assassin,Vraska's Finisher,WAR,112,2019-05-03
Creature — Cyclops Wizard,Cyclops Electromancer,WAR,122,2019-05-03
Legendary Creature — Boar God,"Ilharg, the Raze-Boar",WAR,133,2019-05-03
Creature — Insect Assassin,Kraul Stinger,WAR,165,2019-05-03
Creature — Hydra Mutant,Bioessence Hydra,WAR,186,2019-05-03
Creature — Merfolk Mutant,Merfolk Skydiver,WAR,205,2019-05-03
Legendary Creature — Human Mutant,"Roalesk, Apex Hybrid",WAR,213,2019-05-03
Legendary Creature — Zombie Elf Wizard,"Storrev, Devkarin Lich",WAR,219,2019-05-03
Creature — Wizard Illusion,Jace's Projection,WAR,272,2019-05-03
Creature — Human Soldier Ranger,Ranger-Captain of Eos,MH1,21,2019-06-14
Legendary Planeswalker — Serra,Serra the Benevolent,MH1,26,2019-06-14
Snow Creature — Insect,Chillerpillar,MH1,43,2019-06-14
Snow Creature — Crab,Iceberg Cancrix,MH1,54,2019-06-14
Legendary Snow Enchantment,Marit Lage's Slumber,MH1,56,2019-06-14
Creature — Naga Ninja,Mist-Syndicate Naga,MH1,58,2019-06-14
Creature — Squid Illusion,Oneirophage,MH1,60,2019-06-14
Creature — Illusion Ninja,Phantom Ninja,MH1,62,2019-06-14
Creature — Sliver Trilobite,Scuttling Sliver,MH1,68,2019-06-14
Creature — Azra Ninja,Azra Smokeshaper,MH1,79,2019-06-14
Creature — Zombie Shapeshifter,Endling,MH1,89,2019-06-14
Creature — Spirit Ninja,Ninja of the New Moon,MH1,99,2019-06-14
Creature — Vampire Ninja,Throatseeker,MH1,110,2019-06-14
Snow Creature — Human Scout,Alpine Guide,MH1,117,2019-06-14
Snow Creature — Wurm,Conifer Wurm,MH1,159,2019-06-14
Snow Creature — Lizard,Frostwalla,MH1,165,2019-06-14
Snow Creature — Human Druid,Rime Tender,MH1,176,2019-06-14
Snow Creature — Elk,Saddled Rimestag,MH1,177,2019-06-14
Snow Creature — Treefolk,Abominable Treefolk,MH1,194,2019-06-14
Creature — Zombie Ninja,Fallen Shinobi,MH1,199,2019-06-14
Creature — Vedalken Ninja,Ingenious Infiltrator,MH1,204,2019-06-14
Legendary Planeswalker — Wrenn,Wrenn and Six,MH1,217,2019-06-14
Snow Artifact Creature — Golem,Icehide Golem,MH1,224,2019-06-14
Artifact Creature — (all creature types),Universal Automaton,MH1,235,2019-06-14
Creature — Merfolk Pirate,Brineborn Cutthroat,M20,50,2019-07-12
Creature — Elemental Wizard,Cloudkin Seer,M20,54,2019-07-12
Creature — Zombie Dinosaur,Rotting Regisaur,M20,111,2019-07-12
Creature — Minotaur Pirate,Glint-Horn Buccaneer,M20,141,2019-07-12
Creature — Elemental Lizard,Scorch Spitter,M20,159,2019-07-12
Creature — Elemental Druid,Leafkin Druid,M20,178,2019-07-12
Creature — Elemental Rhino,Thicket Crasher,M20,196,2019-07-12
Creature — Treefolk Soldier,Ironroot Warlord,M20,209,2019-07-12
Legendary Creature — Elemental Horror,"Yarok, the Desecrated",M20,220,2019-07-12
Artifact Creature — Knight,Diamond Knight,M20,224,2019-07-12
Legendary Artifact Creature — Scout,"Golos, Tireless Pilgrim",M20,226,2019-07-12
Creature — Elk Spirit,Ethereal Elk,M20,299,2019-07-12
Creature — Crocodile Spirit,Vivien's Crocodile,M20,301,2019-07-12
Creature — Shapeshifter Wall,Wall of Stolen Identity,C19,13,2019-08-23
Legendary Creature — Phyrexian Horror Minion,"K'rrik, Son of Yawgmoth",C19,18,2019-08-23
Creature — Ape Snake,Thieving Amalgam,C19,21,2019-08-23
Legendary Creature — Djinn Monk,Elsha of the Infinite,C19,40,2019-08-23
Legendary Creature — Wall,"Pramikon, Sky Rampart",C19,47,2019-08-23
Instant — Adventure,Ardenvale Tactician // Dizzying Swoop,ELD,5,2019-10-04
Sorcery — Adventure,Faerie Guidemother // Gift of the Fae,ELD,11,2019-10-04
Creature — Human Peasant,Giant Killer // Chop Down,ELD,14,2019-10-04
Creature — Human Noble Wizard,Queen of Ice // Rage of Winter,ELD,61,2019-10-04
Legendary Creature — Elf Noble,"Ayara, First of Locthwain",ELD,75,2019-10-04
Creature — Human Warlock,Barrow Witches,ELD,77,2019-10-04
Legendary Creature — Faerie Rogue,"Rankle, Master of Pranks",ELD,101,2019-10-04
Creature — Ogre Knight,Ogre Errant,ELD,132,2019-10-04
Creature — Dwarf Knight,Rimrock Knight // Boulder Rush,ELD,137,2019-10-04
Creature — Human Archer Rogue,Robber of the Rich,ELD,138,2019-10-04
Legendary Creature — Dwarf Noble,"Torbran, Thane of Red Fell",ELD,147,2019-10-04
Creature — Troll Noble,Feasting Troll King,ELD,152,2019-10-04
Creature — Beast Noble,Lovestruck Beast // Heart's Desire,ELD,165,2019-10-04
Legendary Creature — Giant Noble,"Yorvo, Lord of Garenbrig",ELD,185,2019-10-04
Legendary Planeswalker — Oko,"Oko, Thief of Crowns",ELD,197,2019-10-04
Legendary Planeswalker — Will Rowan,The Royal Scions,ELD,199,2019-10-04
Creature — Skeleton Knight,Deathless Knight,ELD,208,2019-10-04
Creature — Turtle Hydra,Thunderous Snapper,ELD,215,2019-10-04
Artifact Creature — Food Golem,Gingerbrute,ELD,219,2019-10-04
Artifact — Food,Golden Egg,ELD,220,2019-10-04
Artifact Creature — Scarecrow Knight,Jousting Dummy,ELD,224,2019-10-04
Legendary Creature — Faerie Warlock,"Alela, Artful Provocateur",ELD,324,2019-10-04
Legendary Creature — Dragon Noble,"Korvold, Fae-Cursed King",ELD,329,2019-10-04
Legendary Enchantment Creature — Demigod,"Daxos, Blessed by the Sun",THB,9,2020-01-24
Enchantment Creature — Centaur Scout,Nyxborn Courser,THB,29,2020-01-24
Enchantment Creature — Griffin,Transcendent Envoy,THB,40,2020-01-24
Enchantment Creature — Merfolk Soldier,Nyxborn Seaguard,THB,57,2020-01-24
Enchantment Creature — Fish,Stinging Lionfish,THB,69,2020-01-24
Legendary Creature — Elemental Giant,"Thryx, the Sudden Storm",THB,76,2020-01-24
Enchantment Creature — Horse Fish,Wavebreak Hippocamp,THB,80,2020-01-24
Enchantment Creature — Sphinx,Witness of Tomorrows,THB,82,2020-01-24
Legendary Enchantment Creature — Harpy,"Aphemia, the Cacophony",THB,84,2020-01-24
Enchantment Creature — Snake Lamia,Gravebreaker Lamia,THB,98,2020-01-24
Enchantment Creature — Minotaur Shaman,Soulreaper of Mogis,THB,115,2020-01-24
Creature — Gorgon Cleric,Venomous Hierophant,THB,122,2020-01-24
Creature — Satyr Berserker,Blood Aspirant,THB,128,2020-01-24
Creature — Elemental Giant,Tectonic Giant,THB,158,2020-01-24
Legendary Enchantment Creature — Spider,Arasta of the Endless Web,THB,165,2020-01-24
Enchantment Creature — Human,Destiny Spinner,THB,168,2020-01-24
Creature — Satyr Scout,Nessian Wanderer,THB,183,2020-01-24
Creature — Satyr Archer,Nexus Wardens,THB,184,2020-01-24
Enchantment Creature — Centaur Shaman,Nyx Herald,THB,189,2020-01-24
Enchantment Creature — Satyr Druid,Skola Grovedancer,THB,202,2020-01-24
Creature — Snake Beast,Voracious Typhon,THB,203,2020-01-24
Legendary Planeswalker — Calix,"Calix, Destiny's Hand",THB,211,2020-01-24
Legendary Creature — Merfolk Artificer,"Dalakos, Crafter of Wonders",THB,212,2020-01-24
Legendary Creature — Satyr,Gallia of the Endless Dance,THB,217,2020-01-24
Legendary Creature — Elder Giant,"Kroxa, Titan of Death's Hunger",THB,221,2020-01-24
Legendary Creature — Zombie Hydra,"Polukranos, Unchained",THB,224,2020-01-24
Creature — Nightmare Merfolk,Swimmer in Nightmares,THB,275,2020-01-24
Enchantment Creature — Harpy,Mindwrack Harpy,THB,276,2020-01-24
Enchantment Creature — Serpent,Serpent of Yawning Depths,THB,291,2020-01-24
Legendary Creature — Bird Dinosaur,"Akim, the Soaring Wind",C20,6,2020-04-17
Legendary Creature — Elemental Dinosaur,"Kalamax, the Stormsire",C20,9,2020-04-17
Legendary Creature — Nightmare Insect,"Kathril, Aspect Warper",C20,10,2020-04-17
Legendary Creature — Nightmare Beast,"Otrimi, the Ever-Playful",C20,12,2020-04-17
Legendary Creature — Elemental Dog,"Pako, Arcane Retriever",C20,13,2020-04-17
Legendary Creature — Shark Bird,"Shabraz, the Skyshark",C20,14,2020-04-17
Legendary Creature — Cat Nightmare,"Silvar, Devourer of the Free",C20,15,2020-04-17
Legendary Creature — Whale Wolf,"Ukkima, Stalking Shadow",C20,17,2020-04-17
Legendary Creature — Snake Leviathan,"Xyris, the Writhing Storm",C20,18,2020-04-17
Legendary Creature — Hyena Beast,"Yannik, Scavenging Sentinel",C20,19,2020-04-17
Legendary Creature — Nightmare Hydra,"Zaxara, the Exemplary",C20,20,2020-04-17
Creature — Elemental Otter,Eon Frolicker,C20,33,2020-04-17
Creature — Elemental Whale,Ethereal Forager,C20,34,2020-04-17
Creature — Badger Dinosaur,Surly Badgersaur,C20,57,2020-04-17
Creature — Goat Hydra,Capricopian,C20,58,2020-04-17
Creature — Egg,Mysterious Egg,IKO,3,2020-04-24
Creature — Nightmare Squirrel,Helica Glider,IKO,15,2020-04-24
Creature — Elk Unicorn,Splendor Mare,IKO,32,2020-04-24
Creature — Bird Goat,Stormwild Capridor,IKO,34,2020-04-24
Creature — Fox Bird,Vulpikeet,IKO,37,2020-04-24
Creature — Elemental Jellyfish,Glimmerbell,IKO,53,2020-04-24
Creature — Otter,Thieving Otter,IKO,69,2020-04-24
Creature — Nightmare Pangolin,Gloom Pangolin,IKO,89,2020-04-24
Creature — Nightmare Snake,Zagoth Mamba,IKO,106,2020-04-24
Creature — Cat Ape,Ferocious Tigorilla,IKO,115,2020-04-24
Legendary Planeswalker — Lukka,"Lukka, Coppercoat Outcast",IKO,125,2020-04-24
Legendary Creature — Dinosaur Turtle,"Yidaro, Wandering Monster",IKO,141,2020-04-24
Creature — Mole,Excavation Mole,IKO,150,2020-04-24
Creature — Wolf Bear,Exuberant Wolfbear,IKO,151,2020-04-24
Creature — Antelope Lizard,Flycatcher Giraffid,IKO,153,2020-04-24
Legendary Creature — Ape,"Kogla, the Titan Ape",IKO,162,2020-04-24
Legendary Creature — Nightmare Beast Elemental,"Brokkos, Apex of Forever",IKO,179,2020-04-24
Legendary Creature — Beast Elemental Dinosaur,"Illuna, Apex of Wishes",IKO,190,2020-04-24
Creature — Nightmare Dinosaur,Labyrinth Raptor,IKO,193,2020-04-24
Creature — Cat Nightmare,Necropanther,IKO,196,2020-04-24
Legendary Creature — Cat Nightmare Beast,"Nethroi, Apex of Death",IKO,197,2020-04-24
Creature — Dinosaur Cat,Regal Leosaur,IKO,202,2020-04-24
Creature — Elemental Nightmare,Slitherwisp,IKO,208,2020-04-24
Legendary Creature — Dinosaur Cat Nightmare,"Snapdax, Apex of the Hunt",IKO,209,2020-04-24
Creature — Faerie Dragon,Sprite Dragon,IKO,211,2020-04-24
Legendary Creature — Elemental Dinosaur Cat,"Vadrok, Apex of Thunder",IKO,214,2020-04-24
Legendary Creature — Demon Kraken,"Gyruda, Doom of Depths",IKO,221,2020-04-24
Legendary Creature — Elemental Elk,"Jegantha, the Wellspring",IKO,222,2020-04-24
Legendary Creature — Cat Beast,"Kaheera, the Orphanguard",IKO,224,2020-04-24
Legendary Creature — Dinosaur Hippo,"Keruga, the Macrosage",IKO,225,2020-04-24
Legendary Creature — Elemental Otter,"Lutri, the Spellchaser",IKO,227,2020-04-24
Legendary Creature — Hellion Horror,"Obosh, the Preypiercer",IKO,228,2020-04-24
Legendary Creature — Bird Serpent,"Yorion, Sky Nomad",IKO,232,2020-04-24
Legendary Creature — Elemental Fox,"Zirda, the Dawnwaker",IKO,233,2020-04-24
Artifact Creature — Giant,Crystalline Giant,IKO,234,2020-04-24
Land — Plains Swamp Forest,Indatha Triome,IKO,248,2020-04-24
Land — Forest Island Mountain,Ketria Triome,IKO,250,2020-04-24
Land — Island Mountain Plains,Raugrin Triome,IKO,251,2020-04-24
Land — Mountain Plains Swamp,Savai Triome,IKO,253,2020-04-24
Land — Swamp Forest Island,Zagoth Triome,IKO,259,2020-04-24
Legendary Creature — Dinosaur,"Zilortha, Strength Incarnate",IKO,275,2020-04-24
Legendary Planeswalker — Basri,Basri Ket,M21,7,2020-07-03
Creature — Spirit Rogue,Ghostly Pilferer,M21,52,2020-07-03
Legendary Creature — Human Warlock,"Kaervek, the Spiteful",M21,106,2020-07-03
Creature — Zombie Vampire,Silversmote Ghoul,M21,122,2020-07-03
Legendary Creature — Dog Cat,"Rin and Seri, Inseparable",M21,278,2020-07-03
Legendary Creature — Unicorn,Emiel the Blessed,JMP,3,2020-07-17
Legendary Creature — Azra Warlock,"Kels, Fight Fixer",JMP,15,2020-07-17
Legendary Creature — Skeleton Rogue,"Tinybones, Trinket Thief",JMP,17,2020-07-17
Legendary Creature — Goblin Noble,"Muxus, Goblin Grandee",JMP,24,2020-07-17
Legendary Creature — Devil,"Zurzoth, Chaos Rider",JMP,27,2020-07-17
Legendary Creature — Vampire Rogue,"Anowon, the Ruin Thief",ZNC,1,2020-09-25
Legendary Creature — Elf Spirit,"Obuun, Mul Daya Ancestor",ZNC,2,2020-09-25
Creature — Sphinx Rogue,Enigma Thief,ZNC,4,2020-09-25
Creature — Angel Cleric,Angel of Destiny,ZNR,2,2020-09-25
Creature — Mouse,Canyon Jerboa,ZNR,7,2020-09-25
Creature — Kor Warrior,Cliffhaven Sell-Sword,ZNR,8,2020-09-25
Legendary Creature — Leviathan Crab,"Charix, the Raging Isle",ZNR,49,2020-09-25
Creature — Shapeshifter Rogue,Glasspool Mimic // Glasspool Shore,ZNR,60,2020-09-25
Creature — Sphinx Wizard,Master of Winds,ZNR,68,2020-09-25
Creature — Squid,Skyclave Squid,ZNR,82,2020-09-25
Creature — Wurm Horror,Dreadwurm,ZNR,100,2020-09-25
Creature — Cat Horror,Skyclave Shadowcat,ZNR,126,2020-09-25
Legendary Creature — Demon Cleric,"Taborax, Hope's Demise",ZNR,129,2020-09-25
Legendary Creature — Kor Warrior,"Akiri, Fearless Voyager",ZNR,220,2020-09-25
Legendary Creature — Hydra Horror,"Grakmaw, Skyclave Ravager",ZNR,223,2020-09-25
Legendary Creature — Angel Wizard,"Linvala, Shield of Sea Gate",ZNR,226,2020-09-25
Legendary Creature — Elemental Boar,"Yasharn, Implacable Earth",ZNR,240,2020-09-25
Legendary Creature — Kor Scout,"Ardenn, Intrepid Archaeologist",CMR,10,2020-11-20
Legendary Creature — Horse,"Keleth, Sunmane Familiar",CMR,28,2020-11-20
Creature — Salamander Pirate,Amphin Mutineer,CMR,55,2020-11-20
Legendary Creature — Bird,"Esior, Wardwing Familiar",CMR,67,2020-11-20
Legendary Creature — Spirit Pirate,Ghost of Ramirez DePietro,CMR,71,2020-11-20
Legendary Creature — Siren Pirate,"Malcolm, Keen-Eyed Navigator",CMR,79,2020-11-20
Legendary Creature — Phyrexian Human Artificer,"Keskit, the Flesh Sculptor",CMR,131,2020-11-20
Legendary Planeswalker — Szat,"Tevesh Szat, Doom of Fools",CMR,153,2020-11-20
Legendary Creature — Goblin Pirate,"Breeches, Brazen Plunderer",CMR,165,2020-11-20
Creature — Ogre Pirate,Crimson Fleet Commodore,CMR,171,2020-11-20
Legendary Creature — Giant Pirate,"Dargo, the Shipwrecker",CMR,172,2020-11-20
Creature — Djinn Pirate,Emberwilde Captain,CMR,175,2020-11-20
Legendary Planeswalker — Jeska,"Jeska, Thrice Reborn",CMR,186,2020-11-20
Legendary Creature — Elemental Lizard,"Kediss, Emberclaw Familiar",CMR,188,2020-11-20
Legendary Creature — Kobold Warrior,"Rograkh, Son of Rohgahh",CMR,197,2020-11-20
Legendary Creature — Wolf Beast,"Anara, Wolvid Familiar",CMR,214,2020-11-20
Creature — Chimera Hydra,Apex Devastator,CMR,217,2020-11-20
Creature — Elf Salamander Rogue,Fin-Clade Fugitives,CMR,227,2020-11-20
Legendary Creature — Elf Horror,Abomination of Llanowar,CMR,265,2020-11-20
Legendary Creature — Turtle Shaman,"Archelos, Lagoon Mystic",CMR,268,2020-11-20
Legendary Creature — Imp,"Blim, Comedic Genius",CMR,272,2020-11-20
Legendary Creature — Orc Pirate,Captain Vargus Wrath,CMR,273,2020-11-20
Legendary Creature — Chimera,"Gnostro, Voice of the Crags",CMR,276,2020-11-20
Legendary Creature — Elephant Warrior,"Hamza, Guardian of Arashin",CMR,278,2020-11-20
Legendary Creature — Naga Druid,"Imoti, Celebrant of Bounty",CMR,280,2020-11-20
Legendary Creature — Rabbit Wizard,"Kwain, Itinerant Meddler",CMR,284,2020-11-20
Legendary Creature — Faerie Knight,"Nymris, Oona's Trickster",CMR,288,2020-11-20
Legendary Creature — Dwarf Artificer,"Reyav, Master Smith",CMR,290,2020-11-20
Artifact Creature — Griffin,Bladegriff Prototype,CMR,300,2020-11-20
Legendary Creature — Spirit Warrior,Ranar the Ever-Watchful,KHC,2,2021-02-05
Creature — Dwarf Peasant,Stoic Farmer,KHC,5,2021-02-05
Enchantment — Aura Rune,Rune of Sustenance,KHM,25,2021-02-05
Snow Sorcery,Search for Glory,KHM,27,2021-02-05
Snow Creature — Spirit,Ascendant Spirit,KHM,43,2021-02-05
Snow Creature — Human Wizard,Avalanche Caller,KHM,45,2021-02-05
Snow Creature — Giant Wizard,Berg Strider,KHM,47,2021-02-05
Creature — Horse Spirit,Cosmos Charger,KHM,51,2021-02-05
Creature — Zombie Rogue,Draugr Thought-Thief,KHM,55,2021-02-05
Snow Instant,Graven Lore,KHM,61,2021-02-05
Snow Creature — Kraken,Icebreaker Kraken,KHM,63,2021-02-05
Creature — Demon Berserker,Burning-Rune Demon,KHM,81,2021-02-05
